id,text,time_zone,place,coordinates,location,user_name,screen_name,retweet_count,favourite_count 
1161929288733454337,2019-08-15 09:15:04,b'Amankah Jika Seorang Anak Hanya Mendapat Imunisasi yang Diwajibkan Pemerintah? https://t.co/GrQEl34xu6',,,,b'Indonesia',b'MERDEKA',b'merdekadotcom',0,1
1161929279250169856,2019-08-15 09:15:02,"b'\xf0\x9f\x91\xa8\xe2\x80\x8d\xe2\x9a\x95\xf0\x9f\x8f\xa1\xf0\x9f\x90\xb1\xf0\x9f\x92\x89\xf0\x9f\x90\xb6\n.\nHalo om tante sobat Erlangga... .\n.\n.\nYok Jangan lupa utk tidak memvaksin ya , , \nkarna klo ga di vaksin , anabulmu ga kebal, mudah kena virus, bs sakit , lemas, Dan fatalnya cepat sekali kematian karna\xe2\x80\xa6 https://t.co/d6iNOKFf5O'",,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='a7842058dd0a9d09', url='https://api.twitter.com/1.1/geo/id/a7842058dd0a9d09.json', place_type='city', name='Taman', full_name='Taman, Indonesia', country_code='ID', country='Indonesia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[112.623181, -7.399808], [112.718905, -7.399808], [112.718905, -7.343448], [112.623181, -7.343448]]]), attributes={})","{'type': 'Point', 'coordinates': [112.70135, -7.3782153]}",b'Surabaya',b'Drh.Erlangga Petshop & Petcare',b'DrhErlanggaPets',0,0
1161929111176130560,2019-08-15 09:14:22,"b'\xf0\x9f\x91\xa8\xe2\x80\x8d\xe2\x9a\x95\xf0\x9f\x8f\xa1\xf0\x9f\x90\xb1\xf0\x9f\x92\x89\xf0\x9f\x90\xb6\n.\nHalo om tante sobat Erlangga... .\n.\n.\nYok Jangan lupa utk tidak memvaksin ya , , \nkarna klo ga di vaksin , anabulmu ga kebal, mudah kena virus, bs sakit , lemas, Dan fatalnya cepat sekali kematian karna\xe2\x80\xa6 https://t.co/I35trjYtzR'",,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='a7842058dd0a9d09', url='https://api.twitter.com/1.1/geo/id/a7842058dd0a9d09.json', place_type='city', name='Taman', full_name='Taman, Indonesia', country_code='ID', country='Indonesia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[112.623181, -7.399808], [112.718905, -7.399808], [112.718905, -7.343448], [112.623181, -7.343448]]]), attributes={})","{'type': 'Point', 'coordinates': [112.70135, -7.3782153]}",b'Surabaya',b'Drh.Erlangga Petshop & Petcare',b'DrhErlanggaPets',0,0
1161928374266150912,2019-08-15 09:11:26,"b'@puteri_adillah @Nakborak @twt_seni @twt_grafik Hehe thank you, okay nanti I reply ya, tengah bawak kucing vaksin jap'",,,,b'Malaysia',b'sbrnz',b'Sbrnz_yusof',0,0
1161927803232608257,2019-08-15 09:09:10,"b'Nanti ada yg kata,\n\n""babi mana boleh pilih nak vaksin or tak""\n""kenapa manusia kena ikut babi?""\n""sebab babi terima, tu yg manusia tolak""\n\nDisclaimer: saya pro vaksin \xe2\x9c\x8c\xf0\x9f\x8f\xbb https://t.co/8K4eRjmblQ'",,,,"b'Perak, Malaysia'",b'Aiman Aljamalullail',b'AAljamalullail',0,1
1161926562825961475,2019-08-15 09:04:14,"b'@AreWhereDaGreat @_irfan98 patutnya kerajaan kena mula langkah asingkan anak yg vaksin dgn xvaksin. sblm daftar anak skolah tunjuk buku suntikan vaksin lengkap or tak. sumpah kesian dkt bdk2 yg lain. kita sbg sedara pun kesian, makpak budak tu lg lah susah hati anak dia sakit'",,,,b'',b'Wan Syasya',b'syxrhmxn_',0,0
1161926240028069888,2019-08-15 09:02:57,b'@fazirulhairie Susah bila deal dgn org bodoh ni. Kamon la suruh belajar tinggi2 taknak. Dengan belajar amik sains tulen lah boleh tahu dari mana datang vaksin yowww mannn doktor yg belajar bersungguh siang malam timba ilmu taknak dengar \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',,,,"b'SACity, Selangor'",b'Del Luna \xf0\x9f\x8c\x94',b'nshaadyla_',0,0
1161925286834761728,2019-08-15 08:59:10,"b'Mufti dah keluarkan fatwa yang vaksin boleh diambil. Keadaan mendesak, boleh ambil. Betul la kata Altimet.'",,,,b'',b'Pasir Jackson',b'LalangJr_',0,0
1161925118932553730,2019-08-15 08:58:30,b'@elly_utami Waduh... \n\nKlo masih ada yg tersisa vaksin aja Elly',,,,b'Di Hatimu',b'Allaviyu #99',b'ALLAVIYU_99',0,0
1161925007745753088,2019-08-15 08:58:04,b'Nak suruh melayu vaksin ni cakap je vaksin tu dari pati kurma dan habatussauda. Hskhskhskhsk. Tipu sunat.',,,,b'',b'Cajils',b'syazila_meow',4,0
1161924920378454016,2019-08-15 08:57:43,b'Kenangan Imunisasi Nicholas Saputra saat Masih Balita https://t.co/txfrM8zpI0',,,,b'depok',b'marieska virdhani',b'MarieskaV',0,0
1161924840095272962,2019-08-15 08:57:24,b'Apa laaaa zaman skg nie..sy yang ustaz nie pun cucuk vaksin..tlong laa bukak minda u olls cikit.. https://t.co/INaZzlJ4Gq',,,,b'',b'iqram',b'cyrus303',0,0
1161924530845052928,2019-08-15 08:56:10,b'@ibnuzafran Vaksin kat buntot ke?',,,,b'Kuantan / Alor Setar',b'NR',b'naimmrosli',0,0
1161923910767501312,2019-08-15 08:53:42,b'Dia boleh ah kata gitu konon dia sihat padahal dia sihat sbb dulu kena vaksin apa bodohnya melayu ni \xf0\x9f\x98\xad\xe2\x9c\x8b https://t.co/i8Ntj9wNxJ',,,,b'momoirojoon',b'Aina \xf0\x9f\x8e\xa7',b's9nji',0,0
1161923584719110145,2019-08-15 08:52:24,"b'Cakap pasal anti vaksin ni, aku pun anti'",,,,b'',b'Pasir Jackson',b'LalangJr_',0,0
1161923141670563841,2019-08-15 08:50:39,"b'Yang ngabalakan trend ""besok xxx"" itu yorangdan dengan ""besok Yohan""-nya... so, ayo cepat hujat Yorangdans gaes... Gpp kok mereka mah udah kebal, hasil imunisasi beberapa bulan ini jd kambing hitam. Asal jangan hujat Yohan \xf0\x9f\xa4\x97'",,,,b'',b'\xf0\x9f\xa6\x8b\xe0\xbc\xbbL\xe1\xb5\x92\xe1\xb5\x9b\xe1\xb5\x89\xe1\xb5\xa7\xe1\xb5\x92\xe1\x91\x8b\xe0\xbc\xba\xf0\x9f\xa6\x8b',b'YohanKku',1,2
1161922855698759680,2019-08-15 08:49:30,"b'@ginasitinur Iya emggg:((( 2jam macet:(( untungnya anak2 aku engap nya ga terlalu parahh...\n\nGin, klo fkh adain vaksin kasih tau dong wkwkwk'",,,,"b'Jawa Barat, Indonesia'",b'mells',b'melatiws',0,0
1161920881557299201,2019-08-15 08:41:40,b'Biasa laini manusia2 sombong ego sesat oleh sumber internet yg tidak tepat. Blkng hari kalau anak sakit terus kasih salah hospital laitu. Durang kena vaksin dulu2 masa kecil tiada pun ada masalah kesihatan. Ada kesan juga lha sama otak durang terencat \xf0\x9f\x98\x82 https://t.co/5L1TsYnjQ5',,,,b'',b'.',b'joshpedot8',0,2
1161920735947788288,2019-08-15 08:41:05,"b'Jenis Imunisasi pada Anak, Jangan Sampai Terlewat \n          https://t.co/cA1CG7AkCv'",,,,"b'Jakarta, Indonesia'",b'Foxibyte ID',b'Foxibyte',0,0
1161919771375390721,2019-08-15 08:37:15,b'@ywenav Sini suntik vaksin dulu \xf0\x9f\x98\x86 .gg',,,,b'Yogaz\xe2\x99\xa1',b'Kasya #VAMPIRE',b'hyywonie',0,0
1161919746582798336,2019-08-15 08:37:09,b'Kenangan Imunisasi Nicholas Saputra saat Masih Balita https://t.co/ibNtHYJDcd',,,,"b'Gedung Graha Pena Lt.10, Jl. Raya Kebayoran Lama No. 12, Kebayoran Lama, Jakarta Selatan, Indonesia 12210'",b'Jawa Pos',b'jawapos',0,0
1161919667062992896,2019-08-15 08:36:50,b'@ariffhazmi_ Budak ni sepatutnya D vaksin lantas disunatkan utk kali kedua sebab benak sangat otaknya',,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='9be3b0eca6c21f6c', url='https://api.twitter.com/1.1/geo/id/9be3b0eca6c21f6c.json', place_type='city', name='Petaling Jaya', full_name='Petaling Jaya, Selangor', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[101.4898282, 3.0518982], [101.5489197, 3.0518982], [101.5489197, 3.0933838], [101.4898282, 3.0933838]]]), attributes={})",,b'',b'apik',b'karepmukono',0,0
1161919154074423299,2019-08-15 08:34:48,"b'@azwaila cth: h1n1 virus (swine flu). vaksin ada, tapi kena kandungan vaksin update tiap2 tahun sbb virus dia berubah2. takut at one point, vaksin dah tak boleh lawan ni semua. literally cari penyakit bila measles polio ni semua benda yang dah nak hilang, kita bawak balik sebab tak vaksin'",,,,"b'North Pole, AK'",b'the sendu witch;',b'nuhafdzl',8,30
1161918943348457473,2019-08-15 08:33:58,"b'Imunisasi komputermu biar kebal terhadap virus, caranya? https://t.co/Ex6vXP3GUQ #Blog #HappyBlogging'",,,,b'',b'Faatin Adilah A.',b'FaatinAdilahA',0,0
1161918595686756352,2019-08-15 08:32:35,b'Jangan risau nanti anak kita kita vaksin ok https://t.co/hN92qB0llw',,,,b'',b'ikajo',b'SyafikaJohari_',0,0
1161917763624902657,2019-08-15 08:29:16,"b'@azwaila sebab bila namanya dah virus, masih ada risiko yang virus2 ni semua berevolusi dan boleh lawan segala ubat/vaksin yang ada (ni salah satu sebab selsema tak pernah ada ubat, virus selsema mutasi laju sangat utk ubat catch up - dipanggil supervirus)'",,,,"b'North Pole, AK'",b'the sendu witch;',b'nuhafdzl',8,23
1161917562948481025,2019-08-15 08:28:29,b'Bila kerajaan bagi vaksin free berduyun ajak org lain join tolak. Tp bab sekolah anak tau pulak nak anta yg free punya. https://t.co/5B75SU2Ziv',,,,b'malaysia',b'husna',b'unahusnae',0,1
1161916463696863232,2019-08-15 08:24:06,b'@Sauffie_84 @Penjejak_Baldi @datomazza Bang dah boleh try paste dekat dalam group anti vaksin tu. Mesti pasni anti hospital jugak \xf0\x9f\x98\x82',,,,b'\xf0\x9f\x87\xb2\xf0\x9f\x87\xbe',b'\xf0\x9f\xa5\xb5',b'syrhzmi_',0,0
1161916326014623749,2019-08-15 08:23:34,b'Update terkini\xf0\x9f\x98\xbb\n\nKepada yg ada banyak kucing &amp; nak kami carikan tuan baru boleh wasap kami utk kami datang pickup di rumah anda\n\nWasap:\n017-6360781\nAdopt :\n0173566904\n\nKepada yg nak sponsor program vaksin kami boleh klik link :\n\nhttps://t.co/T8TDw7zohQ\n\n#rehomedontthrow https://t.co/FBOMrEtl03',,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='e7a411bac68f57b1', url='https://api.twitter.com/1.1/geo/id/e7a411bac68f57b1.json', place_type='admin', name='Kuala Lumpur', full_name='Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[101.6151605, 3.0332003], [101.7587738, 3.0332003], [101.7587738, 3.2445482], [101.6151605, 3.2445482]]]), attributes={})",,b'Kuala Lumpur',b'PusatJagaanKucing',b'PusatJagaanMeow',2,2
1161915862497951744,2019-08-15 08:21:43,b'@azwaila 1. vaksin tu tak semua lahir terus dapat. ada peringkat umur dia.\n2. vaksin ni tak lah 100% berkesan (lebih kurang 99%)\n2. certain kids yg ada sakit tak dapat divaksinkan atas faktor kesihatan yang sangat lemah (immunocompromised kids)\n3. bila ramai yang dah divaksin (cont-)',,,,"b'North Pole, AK'",b'the sendu witch;',b'nuhafdzl',26,53
1161915434603433984,2019-08-15 08:20:01,"b'""@mieja_ibrahim: Sebelum anak kita jadi kawan, i kena tanya dulu \xe2\x80\x9cDah vaksin belum ni?\xe2\x80\x9d \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86""Still tak paham'",,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='e27a34d0198c0048', url='https://api.twitter.com/1.1/geo/id/e27a34d0198c0048.json', place_type='city', name='Padang China', full_name='Padang China, Kedah', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[100.5608117, 5.3790608], [100.6466244, 5.3790608], [100.6466244, 5.46295], [100.5608117, 5.46295]]]), attributes={})","{'type': 'Point', 'coordinates': [100.6012453, 5.4310269]}","b'Penang, Malaysia'",b'neppp.',b'AmirulHaniff__',0,1
1161914957975343104,2019-08-15 08:18:07,b'Dunia yg ilmu sekadar di hujung jari ni masih wujud ya manusia yg anti vaksin dan manusia yg \xe2\x80\x9ctengok laa dulu cemana\xe2\x80\x9d. Sumpah tak faham.',,,,b'instagram : eykvvv_',b'18december',b'eykamuntell',0,0
1161914813326381057,2019-08-15 08:17:33,"b""How ignorantnya golongan 'tinggi agama' ni dengan menolak imunisasi. Golongan benak macam ni tak pernah baca apa Mufti/Ulama bahaskan ke? Ke dah hebat sangat dari Mufti/Ulama? https://t.co/QPEgHT9KYV""",,,,b'',b'Zn',b'ZaaZane',1,2
1161914650256015362,2019-08-15 08:16:54,b'Percaya tak? tahun depan masih akan ada topik vaksin ni lagi. Yess tak sabar nak cakap \xe2\x80\x9cDah 2020 pun bodo\xe2\x80\x9d',,,,"b'Di Atas Tanah, Di Bawah Langit'",b'\xe2\x99\x98\xcb\xa5X\xe2\x84\xb2\xcd\xb6 \xe2\x99\x98',b'NaufaLLaa',0,0
1161914606215819264,2019-08-15 08:16:44,b'@CenPolo tah anak dia vaksin ke tak itu pun kita tk tahu \xf0\x9f\x98\xb0',,,,b'KUL',b'\xf0\x9d\x95\xa4\xf0\x9d\x95\xaa\xf0\x9d\x95\x92',b'____sy4____',0,1
1161914488771080192,2019-08-15 08:16:16,"b'Konklusinya, anti vaksin masih bodoh. Semoga cepat sikit cerdik. https://t.co/VYeWRx8F1y'",,,,b'',b'\xd8\xa7\xd9\x84\xd9\x8a\xd9\x81 \xd9\x81\xd9\x88\xd8\xb2\xd8\xa7\xd9\x86',b'fauzansaari_',1,2
1161912346194804736,2019-08-15 08:07:45,b'Apa la dengan mak bapak sekarang..taknak vaksin anak2..then hantar anak pergi sekolah tak boleh kena rotan sikit..anak emas semuanya kan..kesian kat anak2 nanti disebabkan parents tak cerdik',,,,b'',b'ashraffjunior',b'AshraffJunior',0,0
1161911854538604546,2019-08-15 08:05:48,b'Vaksin Untuk Perjalanan\n\n#KoiSygTemerloh\n#JaPenPhg\n#PhgKoi\n#JabatanPenerangan\n#SayangiMalaysiaku\n#MalaysiaBersih\n#Ogos19\n\n#Repost @myhealthkkm with @kimcy929_repost\n\xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2\nJangan\xe2\x80\xa6 https://t.co/dTFYOUYLjB',,,,b'',b'Azri ZAbidin',b'AzriZAbidin',0,0
1161911836997910528,2019-08-15 08:05:43,"b'#InfoKeu\n@KemenkesRI\n juga telah memenuhi biaya operasional 32 RS Umum Pemerintah dan 16 Balai Kesehatan sebesar Rp3,3 T serta menyediakan obat-obatan, bahan medis, dan vaksin.\n\nApakah kamu salah satu yang merasakan realisasi tersebut?'",,,,"b'Jambi, Indonesia'",b'Kantor Pajak jambi Telanaipura',b'kppjambitelanai',0,0
1161908909797335040,2019-08-15 07:54:05,b'Sekarang imunisasi ada suntik vitamin A untuk baby mulai dri 6 bulan. Emang PR besar sih sekarang biar anak ga ketergantungan sama gadget. Semangatsemangattt\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb',,,,"b'Makassar, South Sulawesi'",b'Ika Dian S',b'cabhyyy',0,0
1161907870452965377,2019-08-15 07:49:58,"b'Babinsa Jatimulyo Koramil 12/Girimulyo Kodim 0731/Kulon Progo Serka Adi Sarjono turut berperan serta dalam mensukseskan kegiatan imunisasi Campak dan Hepatetis bagi siswa/siswi SD Negeri 1, Dusun Jonggrangan\nhttps://t.co/XygOkvGMW5\n\n#SDMUnggul \n#IndonesiaMaju \n#74thIndonesia https://t.co/Ob42t63Ph7'",,,,b'Jl. Perintis Kemerdekaan ',b'Sahabat Kodam IV/Diponegoro',b'KodamIV',0,0
1161906789945946112,2019-08-15 07:45:40,"b'KULON PROGO. Babinsa Jatimulyo Koramil 12/Girimulyo Kodim 0731/Kulon Progo Serka Adi Sarjono turut berperan serta dalam mensukseskan kegiatan imunisasi Campak dan Hepatetis bagi siswa/siswi SD Negeri 1, Dusun\xe2\x80\xa6 https://t.co/Fffu3SsaxP'",,,,b'Jl. Perintis Kemerdekaan ',b'Sahabat Kodam IV/Diponegoro',b'KodamIV',0,2
1161906714465071104,2019-08-15 07:45:22,b'Vaksin ada dna babi monyet bernanah \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/KjLWz14Mql',,,,b'Malaysia',b'gsharumathiy',b'gsharumathiy',0,1
1161905062546817024,2019-08-15 07:38:48,"b'@animalfess CARI JODOH!!!\n\nDicari kucing jantan yg jago kimpoy karena aku sedang birahi butuh belaian nih~\nSudah vaksin, tidak kutuan dan tidak jamuran pastinya sehat lahir batin~\nNanti jantannya di rumahku ya~\nHubungi : (nomor)\n\nDitunggu~\n(Foto kucing betinanya)\n\n\xe3\x85\xa1 Pembantunya Caca'",,,,b'',b'Caca Fams \xf0\x9f\x98\xbd\xf0\x9f\x90\xbe',b'mischafamily',1,1
1161905043894755328,2019-08-15 07:38:44,b'@wanfahmiii Budak bawah jagaan/consent parents. So cadangan ni aim parents bukan budak tu. Nak byr bill hosp parents kan so kalau mahal atau tak mampu parents maybe akn consider vaksin anak utk dpt medical help mcm biasa',,,,b'Malaysia',b'sukri eusoff',b'RealSukriEusoff',0,0
1161904584618414080,2019-08-15 07:36:54,"b'Kegiatan BIAS (Bulan Imunisasi Anak Sekolah) Campak di SD Negeri Cimuncang Bandung, Rabu (14/08/2019). https://t.co/O2Oa80rzTp'",,,,"b'Kota Bandung, Jawa Barat'",b'UPT Puskesmas Padasuka',b'uptpkmpadasuka',0,0
1161904099933085696,2019-08-15 07:34:59,b'@_naufalibad @hnnazm ibad nak kena vaksin ke?',,,,"b'New York, USA'",b'zilla',b'gayduffi',0,1
1161903782801711104,2019-08-15 07:33:43,b'aku anti vaksin',,,,"b'Palembang, South Sumatra'",b'\xf0\x9d\x93\xbc\xf0\x9d\x93\xb1\xf0\x9d\x93\xaa\xf0\x9d\x94\x83\xf0\x9d\x94\x80\xf0\x9d\x93\xaa\xf0\x9d\x93\xb7 and 77 others',b'ibnuzafran',0,1
1161903548214288384,2019-08-15 07:32:47,b'@_sunsed Kecuali vaksin rabies',,,,b'pontianak - indonesia',b'dewi utami',b'_temi',0,0
1161901631841034240,2019-08-15 07:25:10,b'Akak ni baru lahir anak first eh? Tak pernah tahu la kot baby mmg kerja menangis. Tiber salahkan vaksin \xf0\x9f\xa4\x94 https://t.co/IA6wQ1V1Ym',,,,b'',b'Aqilah K.',b'IzzatiAqlh_',0,0
1161901443248340992,2019-08-15 07:24:25,b'Xtau laaa..tp aku xpernah kena demam campak even penyakit berjngkit...ade gak ambik vaksin masa kecik2 alhamdulillah sistem imun aku kuat smpai skg demam setahun sekali... Tu pun kalw demam la..haha https://t.co/b9OjQju34V',,,,b'Malaysia',b'\xe3\x81\xa6\xe3\x81\x8d\xe3\x81\xa8 \xe2\x84\xa2',b'iamAminzr39',0,0
1161898268508295169,2019-08-15 07:11:48,"b'Ahahaha. Kalau Anies bilang vaksin itu perlu. Maka ahokers akan dg senang hati jadi anti vaksin. Kalau bicara yuk sekolah setinggi-tingginya, lgsg jadi sgt termotivasi DROP OUT seketika itu juga.\n\nPokoknya mesti anti dan beda sama Anies! Bodo amat sama logika \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/nU7WGWwk7k'",,,,b'Jakarta. Indonesia',b'Salima- Shalihahnya Ibu \xf0\x9f\x91\xb8',b'salima252',3,13
1161897684476653568,2019-08-15 07:09:29,b'Vaksin ni penting untuk diri . Faham ke idokk',,,,"b'Johor Bahru, Johor'",b'Caramel Machiato',b'sergeantkiyo',0,0
1161895311981236225,2019-08-15 07:00:04,b'#Berita : Puskesmas Multiwahana Sako sampaikan Imunisasi TT Bagi Catin https://t.co/FReeHTnMQ0 https://t.co/TBMwo7FnzP',,,,b'Jl. jenderal Ahmad Yani',b'KemenagKotaPalembang',b'KemenagKotaPlg',0,0
1161895082196291584,2019-08-15 06:59:09,b'@Off_KangDaniel Udh di vaksin .g \xf0\x9f\x98\xad\xf0\x9f\x98\xad',,,,b'',b'\xe3\x80\x98 sinbee\xf0\x9f\x90\x9d \xe3\x80\x99',b'xsinbgf',0,0
1161895019197812737,2019-08-15 06:58:54,"b'@nitaanur Emang ampe tahun depan pun di vaksin, tp bundo mah ngga. Cuma pas hamil aja sekali \xf0\x9f\x98\x82 itu optional aja.. semangat panganten..'",,,,b'',b'Gina Agniawati',b'GAgniawati',0,0
1161895004102467585,2019-08-15 06:58:50,b'Ada ke patut kau samalan student upnm dgn golongan anti-vaksin ni... apakah kebangangan ini wahai manusia????',,,,b'In your piece of mind',b'\xf0\x9f\x8c\xba\xd9\x86\xd9\x88\xd8\xb1 \xd8\xb4\xd9\x87\xd9\x8a\xd8\xaf\xd8\xa9 \xf0\x9f\x8c\xba',b'syidahrosli__',0,1
1161894853938073600,2019-08-15 06:58:14,b'Nak anti vaksin ikut suka hati korang laa tapi jangan nak canang2 kat org lain anti vaksin ni bagus. Simpan bendul tu sendiri2 je. I kenot brain \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9 https://t.co/D3Ri9BjpRG',,"Place(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, id='6b9ed4869788d40e', url='https://api.twitter.com/1.1/geo/id/6b9ed4869788d40e.json', place_type='city', name='Damansara', full_name='Damansara, Selangor', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDA43F9D68>, type='Polygon', coordinates=[[[101.4761877, 2.9745362], [101.6291504, 2.9745362], [101.6291504, 3.1279044], [101.4761877, 3.1279044]]]), attributes={})",,b'Ampang',b'zqa jasmi',b'HaziqahJasmi',0,2
1161892798875852800,2019-08-15 06:50:04,b'Tolak vaksin maksudnya lagi babi daripada babi asli? https://t.co/tig1aERgOr',,,,b'',b'sadaani khalas',b'resyaienyai',0,0
1161892611793149952,2019-08-15 06:49:20,b'Aku kalau nk kawin. Tnye dulu geng anti vaksin Ke tak. Kalau ye aku blah dulu. https://t.co/9DpK1DXxH7',,,,"b'Putrajaya, Putrajaya Federal T'",b'Zairudin',b'Zairudin13',0,1
1161891568954929152,2019-08-15 06:45:11,b'Negara yang tak berkemampuan lain nak hantar anak diorg kat malaysia ni terima vaksin. Kita ni tolak mentah mentah je. Kesian jugak orang tak berfikiran terbuka ni. https://t.co/GLYF9gb1sB',,,,"b'Kuantan, Pahang'",b'Serahhhh',b'4syraaf',0,0
1161890383028092928,2019-08-15 06:40:28,"b'[Urgent: Looking for a home and family]\xe2\xa0\x80\n\xe2\xa0\x80\nBetina\xe2\xa0\x80\n1-1,5 bulan\xe2\xa0\x80\nBelum steril\xe2\xa0\x80\nBelum vaksin\xe2\xa0\x80\n\nAku baru ditemukan minggu kemarin.\n\xe2\xa0\x80\nSepertinya ada yang menemukanku di jalan dan membawaku, lalu meninggalkan ku di\xe2\x80\xa6 https://t.co/q0BefQWQnr'",,,,b'Jakarta Capital Region',b'Catrescue.id',b'catrescuedotid',1,0
1161890351742799872,2019-08-15 06:40:21,b'seBaB vAKsin aDa dnA bAbI boLEh lA https://t.co/QOGaIOQqnE',,,,"b'Kuala Lumpur,Malaysia'",b'K.Nazran()',b'khairulnazran',0,0
1161890186604584961,2019-08-15 06:39:42,b'@datomazza Yallah bodo dia memang tak boleh berbincang apa kena mengena vaksin dengan illumination bodo HAHAHAHAHAHAGA',,,,b'Republic of Korea',b'unicornflakes\xe2\x84\xa2',b'fixal15',0,0
1161887696563789825,2019-08-15 06:29:48,"b'Aku tak faham laa orang yg tanak anak dia kena vaksin ni, why tho koramg baca dekat mana vaksin ni poison, dekat fb ke'",,,,"b'Bintulu, Sarawak'",b'\xf0\x9f\x90\xb0',b'akram_aziman',0,0
1161885828768907264,2019-08-15 06:22:23,"b'@FreireManga Dok, saya rencana bulan ini mau vaksin hpv, tp msh bingung mau nanya total biayanya dl. Kira2 saya mending konsultasi ke bag. Informasi rs atau ke dokter di puskesmas dl ya?'",,,,"b'Magelang, Jawa Tengah'",b'\xf0\x9f\x9a\xae\xd8\xb3\xd9\x85\xd9\x81\xd9\x87',b'sam___pah',0,0
1161885767720828928,2019-08-15 06:22:08,"b'Mesti ada ""babi"" yg kata gila tak vaksin nanti ada penyakit. -_- https://t.co/4Is0Geu8r2'",,,,"b'Perak, Malaysia'",b'Aqilah',b'aqilahhhhhh__',0,0
1161883193739321344,2019-08-15 06:11:54,"b'haa ni la aku kata, anti vaksin dah kena start cari kuda. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82ikut zaman nabi dulu2. https://t.co/KVoLvQ7FPn'",,,,b'21 ft potato',b'nizzaqhmar',b'Hxnxzz',2,1
1161882236884402176,2019-08-15 06:08:06,b'@keai_lurhh Ouh yg utk kes autism tu tkde bukti kukuh pon disebabkan vaksin .. alergic tu mmg tk disangkal sbb lain org lain alergic dia..',,,,b'Nilai',b'\xf0\x9f\x90\xb1',b'TheNotoriousLuq',0,0
1161882169888739328,2019-08-15 06:07:50,"b'why dont we just wajibkan vaksin, despite makbapak dia nak ke taknak gi lantak! https://t.co/OKUvhNwqzS'",,,,"b'Negeri Sembilan, Malaysia'",b'a',b'mightbeain',0,0
1161881801888952320,2019-08-15 06:06:22,"b'Halo @pln_123 @plnbali123 @PLNBali kenapa pemadaman listrik di daerah Tianyar Barat, Kubu, Karangasem, Bali sangat lama? Rumah Sakit kami belum ada genset besar . Kami  membutuhkan listrik tetap hidup karena kami menyimpan banyak vaksin yang harus disimpan di dalam pendingin. Thx'",,,,b'indonesia',b'Anak Agung Surya',b'anakagungsurya',1,0
1161881544346107904,2019-08-15 06:05:21,b'Geng2 tak vaksin anak la ni https://t.co/qq09nBrSCG',,,,b'Kuala Lumpur Federal Territory',b'mahalmoperodikamahal',b'nrlnbihah_',0,0
